legId,searchDate,flightDate,startingAirport,destinationAirport,fareBasisCode,travelDuration,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsDepartureTimeEpochSeconds,segmentsDepartureTimeRaw,segmentsArrivalTimeEpochSeconds,segmentsArrivalTimeRaw,segmentsArrivalAirportCode,segmentsDepartureAirportCode,segmentsAirlineName,segmentsAirlineCode,segmentsEquipmentDescription,segmentsDurationInSeconds,segmentsDistance,segmentsCabinCode
620cd51404373b9bdbbc46a0b657573c,5/29/2022,6/18/2022,LAX,ATL,Y0N,PT4H19M,0,FALSE,FALSE,TRUE,943.26,1028.61,7,1943,1655591400,2022-06-18T15:30:00.000-07:00,1655606940,2022-06-18T22:49:00.000-04:00,ATL,LAX,Delta,DL,Airbus A321,15540,1943,coach
8622d132e890b398c0ad1d62b0232f54,5/3/2022,6/24/2022,CLT,LAX,MA0OA0MQ,PT8H10M,0,FALSE,FALSE,FALSE,479.07,537.1,9,2171,1656073800||1656086520,2022-06-24T08:30:00.000-04:00||2022-06-24T12:02:00.000-04:00,1656078240||1656103200,2022-06-24T09:44:00.000-04:00||2022-06-24T13:40:00.000-07:00,ATL||LAX,CLT||ATL,Delta||Delta,DL||DL,Boeing 717||Airbus A321,4440||16680,228||1943,coach||coach
6f419788769ddb3802d047272ad0a54d,5/2/2022,6/30/2022,LGA,ATL,LAVQA0ML,PT11H54M,1,FALSE,FALSE,FALSE,328.38,382.21,9,1700,1656633540||1656669600,2022-06-30T19:59:00.000-04:00||2022-07-01T06:00:00.000-04:00,1656645360||1656676380,2022-06-30T23:16:00.000-04:00||2022-07-01T07:53:00.000-04:00,MIA||ATL,LGA||MIA,Delta||Delta,DL||DL,Boeing 737-800||Boeing 737-900,11820||6780,1104||596,coach||coach
41f3cd0a63603895e13b5b77630bd84e,6/10/2022,8/4/2022,LAX,SFO,MH7OASMN,PT1H20M,0,FALSE,FALSE,TRUE,189.77,218.6,7,339,1659664800,2022-08-04T19:00:00.000-07:00,1659669600,2022-08-04T20:20:00.000-07:00,SFO,LAX,Alaska Airlines,AS,Embraer 175,4800,339,coach
7f5d8684b672dd3593e30ee946264c31,6/24/2022,7/20/2022,LGA,DFW,LAVQA0BQ,PT6H41M,0,TRUE,FALSE,FALSE,171.16,207.6,9,1487,1658327700||1658343300,2022-07-20T10:35:00.000-04:00||2022-07-20T14:55:00.000-04:00,1658337240||1658351760,2022-07-20T13:14:00.000-04:00||2022-07-20T16:16:00.000-05:00,ATL||DFW,LGA||ATL,Delta||Delta,DL||DL,Airbus A320||Airbus A321,9540||8460,762||725,coach||coach
5b5f142a97c3749a57da4d869b0540e2,4/19/2022,4/30/2022,DFW,DEN,SAA1AKEN,PT2H6M,0,FALSE,FALSE,TRUE,110.7,133.6,9,650,1651356240,2022-04-30T17:04:00.000-05:00,1651363800,2022-04-30T18:10:00.000-06:00,DEN,DFW,United,UA,Airbus A320,7560,650,coach
50cdff822b37c021fda601f0ebec43aa,4/27/2022,6/17/2022,LAX,PHL,QAA3AKEN,PT7H28M,0,FALSE,FALSE,FALSE,560,625.6,9,2417,1655474400||1655493300,2022-06-17T07:00:00.000-07:00||2022-06-17T14:15:00.000-05:00,1655489580||1655501280,2022-06-17T13:13:00.000-05:00||2022-06-17T17:28:00.000-04:00,ORD||PHL,LAX||ORD,United||United,UA||UA,Boeing 757-300||Airbus A320,15180||7980,1745||672,coach||coach
cbfd5d54c96d342db8b3f83e584137d0,6/19/2022,7/3/2022,BOS,IAD,SAA3AHES,PT3H30M,0,FALSE,FALSE,FALSE,96.74,127.6,1,406,1656893400||1656900900,2022-07-03T20:10:00.000-04:00||2022-07-03T22:15:00.000-04:00,1656898680||1656906000,2022-07-03T21:38:00.000-04:00||2022-07-03T23:40:00.000-04:00,EWR||IAD,BOS||EWR,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Boeing 737-700,5280||5100,185||221,coach||coach
6ec760aa789238e92d907edd90478948,4/28/2022,5/1/2022,MIA,DFW,L3AIZNN1,PT3H20M,0,FALSE,FALSE,TRUE,252.09,285.6,7,1115,1651396800,2022-05-01T05:20:00.000-04:00,1651408800,2022-05-01T07:40:00.000-05:00,DFW,MIA,American Airlines,AA,Boeing 737-800,12000,1115,coach
51d23671ceccf91a1f4b70330db0db87,4/18/2022,5/28/2022,EWR,CLT,NVAHZNB1,PT1H51M,0,TRUE,FALSE,TRUE,124.65,148.6,7,545,1653732600,2022-05-28T06:10:00.000-04:00,1653739260,2022-05-28T08:01:00.000-04:00,CLT,EWR,American Airlines,AA,Boeing 737-800,6660,545,coach
f4043f000d9a362f8d6327056d5ef57c,6/7/2022,7/5/2022,ORD,OAK,QAA3AKEN,PT11H26M,0,FALSE,FALSE,FALSE,504.19,571.2,9,2083,1657043700||1657080300,2022-07-05T12:55:00.000-05:00||2022-07-05T21:05:00.000-07:00,1657059540||1657084860,2022-07-05T15:19:00.000-07:00||2022-07-05T22:21:00.000-07:00,LAX||OAK,ORD||LAX,United||Delta,UA||DL,Boeing 737 MAX 9||Embraer 175 (Enhanced Winglets),15840||4560,1745||338,coach||coach
1c2fe336fdc66e6fb80858a377e47997,5/18/2022,7/12/2022,CLT,PHL,N8AGZNN1,PT5H8M,0,FALSE,FALSE,FALSE,127.44,159.1,10,469,1657625760||1657639200,2022-07-12T07:36:00.000-04:00||2022-07-12T11:20:00.000-04:00,1657629240||1657644240,2022-07-12T08:34:00.000-04:00||2022-07-12T12:44:00.000-04:00,RDU||PHL,CLT||RDU,American Airlines||American Airlines,AA||AA,Airbus A320||Airbus A319,3480||5040,130||339,coach||coach
4ac9efa7de101ee75561ce9100460480,6/11/2022,6/28/2022,DEN,JFK,QAA0OKEN,PT6H20M,0,FALSE,FALSE,FALSE,481.86,541.6,9,1623,1656430800||1656444420,2022-06-28T09:40:00.000-06:00||2022-06-28T14:27:00.000-05:00,1656440100||1656453600,2022-06-28T13:15:00.000-05:00||2022-06-28T18:00:00.000-04:00,ORD||JFK,DEN||ORD,United||Delta,UA||DL,Boeing 777||Canadair Regional Jet 900,9300||9180,903||720,coach||coach
13775e38a6ccbb32322550b37134767b,6/7/2022,7/13/2022,JFK,LAX,MA7OA0MC,PT5H55M,0,FALSE,FALSE,TRUE,375.81,418.6,9,2458,1657710000,2022-07-13T07:00:00.000-04:00,1657731300,2022-07-13T09:55:00.000-07:00,LAX,JFK,Delta,DL,,21300,2458,coach
9a27b2e85d4f772430b2a9b830f0acb8,5/28/2022,6/10/2022,JFK,DEN,KA0TA0MC,PT9H47M,0,FALSE,FALSE,FALSE,532.1,595.61,9,2501,1654876200||1654896660,2022-06-10T11:50:00.000-04:00||2022-06-10T17:31:00.000-04:00,1654886940||1654911420,2022-06-10T14:49:00.000-04:00||2022-06-10T19:37:00.000-06:00,MCO||DEN,JFK||MCO,Delta||United,DL||UA,Airbus A321||Boeing 737-900,10740||14760,952||1549,coach||coach
c6ae58388eab0f526a2794fc2c952806,4/17/2022,6/13/2022,LAX,JFK,L7AIZNN1,PT8H29M,0,FALSE,FALSE,FALSE,455.82,513.61,3,2595,1655132400||1655149440,2022-06-13T08:00:00.000-07:00||2022-06-13T14:44:00.000-05:00,1655143140||1655162940,2022-06-13T12:59:00.000-05:00||2022-06-13T19:29:00.000-04:00,DFW||JFK,ONT||DFW,American Airlines||American Airlines,AA||AA,Airbus A321||Boeing 737-800,10740||13500,1215||1380,coach||coach
8ceba9d9fccbd3f42154c639a7de88e2,4/19/2022,6/2/2022,DEN,MIA,QAUNA0MC,PT8H49M,0,FALSE,FALSE,FALSE,316.28,363.6,9,2295,1654152900||1654173900,2022-06-02T00:55:00.000-06:00||2022-06-02T08:45:00.000-04:00,1654162440||1654184640,2022-06-02T05:34:00.000-04:00||2022-06-02T11:44:00.000-04:00,DTW||MIA,DEN||DTW,Delta||Delta,DL||DL,Airbus A321||Boeing 757,9540||10740,1142||1153,coach||coach
2aaf062cf028bdc0f5d095297517f7dc,4/21/2022,5/3/2022,JFK,MIA,Q7AHZNB3,PT8H43M,0,TRUE,FALSE,FALSE,73.49,102.6,7,1445,1651595340||1651613520,2022-05-03T12:29:00.000-04:00||2022-05-03T17:32:00.000-04:00,1651599660||1651626720,2022-05-03T13:41:00.000-04:00||2022-05-03T21:12:00.000-04:00,BOS||MIA,JFK||BOS,American Airlines||American Airlines,AA||AA,AIRBUS INDUSTRIE A321 SHARKLETS||,4320||13200,185||1260,coach||coach
2d27f28ea39de6e1cc0b0f17d8f8fa8b,5/13/2022,7/8/2022,DFW,EWR,TA7NR,PT8H16M,0,FALSE,FALSE,FALSE,168,275.58,0,,1657304340||1657323900,2022-07-08T13:19:00.000-05:00||2022-07-08T19:45:00.000-04:00,1657314300||1657334100,2022-07-08T17:05:00.000-04:00||2022-07-08T22:35:00.000-04:00,MCO||EWR,DFW||MCO,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||Airbus A319,9960||10200,None||None,coach||coach
a5108a83bb2960d42a52e317b694ed55,4/21/2022,4/30/2022,ORD,LAX,NH7OAJMN,PT7H55M,0,FALSE,FALSE,FALSE,277.21,321.6,4,2679,1651316400||1651335000,2022-04-30T06:00:00.000-05:00||2022-04-30T09:10:00.000-07:00,1651332600||1651344900,2022-04-30T08:30:00.000-07:00||2022-04-30T11:55:00.000-07:00,SEA||LAX,ORD||SEA,Alaska Airlines||Alaska Airlines,AS||AS,Airbus A320||Boeing 737-900,16200||9900,1723||956,coach||coach
533397ef2ef9c17a72e151394a71a063,6/8/2022,6/12/2022,LGA,SFO,B3AJZNN1,PT8H3M,0,FALSE,FALSE,FALSE,581.4,648.61,5,2567,1655028000||1655040780,2022-06-12T06:00:00.000-04:00||2022-06-12T08:33:00.000-05:00,1655037900||1655056980,2022-06-12T07:45:00.000-05:00||2022-06-12T11:03:00.000-07:00,ORD||SFO,LGA||ORD,American Airlines||American Airlines,AA||AA,Boeing 737-800||Boeing 737-800,9900||16200,720||1847,coach||coach
25f7b35056115b63d767386f0760f75f,6/7/2022,6/16/2022,MIA,CLT,LAA3AHDS,PT10H42M,0,FALSE,FALSE,FALSE,374.89,432.21,5,1649,1655384400||1655415000,2022-06-16T09:00:00.000-04:00||2022-06-16T17:30:00.000-04:00,1655395320||1655422920,2022-06-16T12:02:00.000-04:00||2022-06-16T19:42:00.000-04:00,EWR||CLT,MIA||EWR,United||United,UA||UA,Boeing 737 MAX 8||Embraer 170,10920||7920,1104||545,coach||coach
fea3105da00429e4723a5b26fe73cc65,5/30/2022,6/15/2022,BOS,DFW,VUAGZNN1,PT7H42M,0,FALSE,FALSE,FALSE,208.37,246.1,1,1658,1655294640||1655313000,2022-06-15T08:04:00.000-04:00||2022-06-15T13:10:00.000-04:00,1655303160||1655322360,2022-06-15T10:26:00.000-04:00||2022-06-15T14:46:00.000-05:00,CLT||DFW,BOS||CLT,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A321,8520||9360,728||930,coach||coach
11094b98ba224b43a8e4e8adc11aad2d,6/3/2022,7/20/2022,OAK,EWR,KAUOA0MC,PT13H55M,1,FALSE,FALSE,FALSE,517.21,585.2,9,2796,1658328480||1658359800,2022-07-20T07:48:00.000-07:00||2022-07-20T16:30:00.000-07:00,1658333700||1658378580,2022-07-20T09:15:00.000-07:00||2022-07-21T00:43:00.000-04:00,LAX||EWR,OAK||LAX,Delta||United,DL||UA,Embraer 175 (Enhanced Winglets)||Boeing 777,5220||18780,338||2458,coach||coach
7ad087f6f136c908bdb76d31832356d9,5/29/2022,7/12/2022,IAD,ORD,Q7NC,PT15H14M,1,FALSE,FALSE,FALSE,151.9,202.59,5,671,1657678500||1657707900||1657727400,2022-07-12T22:15:00.000-04:00||2022-07-13T06:25:00.000-04:00||2022-07-13T11:50:00.000-04:00,1657683300||1657710900||1657733340,2022-07-12T23:35:00.000-04:00||2022-07-13T07:15:00.000-04:00||2022-07-13T12:29:00.000-05:00,DUJ||PIT||ORD,IAD||DUJ||PIT,Southern Airways Express||Southern Airways Express||American Airlines,9X||9X||AA,Cessna||Cessna||Airbus A319,4800||3000||5940,181||84||406,coach||coach||coach
b9a19e6ec7b84c29ed237a8172829eeb,6/5/2022,6/19/2022,ORD,DEN,QAA0OKEN,PT2H41M,0,FALSE,FALSE,TRUE,264.19,298.6,7,903,1655691300,2022-06-19T21:15:00.000-05:00,1655700960,2022-06-19T22:56:00.000-06:00,DEN,ORD,United,UA,Airbus A320,9660,903,coach
f1351b3188b7f6800ff7b323c8ef1309,5/29/2022,6/28/2022,JFK,DEN,KAUOA0MC,PT10H3M,0,FALSE,FALSE,FALSE,472.56,531.6,5,2147,1656424260||1656447300,2022-06-28T09:51:00.000-04:00||2022-06-28T16:15:00.000-04:00,1656433140||1656460440,2022-06-28T12:19:00.000-04:00||2022-06-28T17:54:00.000-06:00,SAV||DEN,JFK||SAV,Delta||United,DL||UA,Canadair Regional Jet 900||Airbus A319,8880||13140,726||1421,coach||coach
8f831229e4db64d5868f04845d6ddc89,5/13/2022,6/11/2022,LGA,PHL,V3AJZNN1,PT6H54M,0,FALSE,FALSE,FALSE,319.07,366.6,7,,1654965000||1654982760,2022-06-11T12:30:00.000-04:00||2022-06-11T16:26:00.000-05:00,1654974480||1654989840,2022-06-11T14:08:00.000-05:00||2022-06-11T19:24:00.000-04:00,ORD||PHL,LGA||ORD,American Airlines||American Airlines,AA||AA,Boeing 737-800||Airbus A321,9480||7080,None||None,coach||coach
82d2d4e20d2d2384ea1f0d6babd17d1e,5/6/2022,6/11/2022,MIA,ATL,QAA7AFEN,PT7H27M,0,FALSE,FALSE,FALSE,506.98,568.6,9,1866,1654952400||1654971000,2022-06-11T09:00:00.000-04:00||2022-06-11T14:10:00.000-04:00,1654963320||1654979220,2022-06-11T12:02:00.000-04:00||2022-06-11T16:27:00.000-04:00,EWR||ATL,MIA||EWR,United||Delta,UA||DL,Boeing 737 MAX 8||Boeing 717,10920||8220,1104||762,coach||coach
9661f8606b490c94e3590486ed558cbf,4/27/2022,5/10/2022,CLT,DTW,RA7NR,PT9H39M,0,FALSE,FALSE,FALSE,138,244.08,0,,1652206800||1652231700,2022-05-10T14:20:00.000-04:00||2022-05-10T21:15:00.000-04:00,1652212800||1652241540,2022-05-10T16:00:00.000-04:00||2022-05-10T23:59:00.000-04:00,MCO||DTW,CLT||MCO,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||AIRBUS INDUSTRIE A321 SHARKLETS,6000||9840,None||None,coach||coach
ecfb10a65ac4a022e92d852fce3b2495,6/25/2022,8/6/2022,ORD,EWR,VAA3AKEN,PT6H12M,0,FALSE,FALSE,FALSE,321.86,369.6,9,1164,1659800460||1659814200,2022-08-06T10:41:00.000-05:00||2022-08-06T14:30:00.000-05:00,1659806220||1659822780,2022-08-06T12:17:00.000-05:00||2022-08-06T17:53:00.000-04:00,BNA||EWR,ORD||BNA,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Airbus A319,5760||8580,403||761,coach||coach
fde2c64a4b9875e0bdb316cb8606c213,4/16/2022,4/21/2022,LAX,DTW,MA3NR,PT4H20M,1,FALSE,FALSE,TRUE,214,270.59,0,,1650601680,2022-04-21T21:28:00.000-07:00,1650617280,2022-04-22T04:48:00.000-04:00,DTW,LAX,Spirit Airlines,NK,AIRBUS INDUSTRIE A320 SHARKLETS,15600,None,coach
43934f126e54c37991290d27f5982033,6/20/2022,8/3/2022,JFK,SFO,HAUOA0MQ,PT14H15M,0,FALSE,FALSE,FALSE,467.91,532.2,9,2569,1659524340||1659568200,2022-08-03T06:59:00.000-04:00||2022-08-03T17:10:00.000-06:00,1659543180||1659575640,2022-08-03T10:13:00.000-06:00||2022-08-03T18:14:00.000-07:00,SLC||SFO,JFK||SLC,Delta||Delta,DL||DL,Boeing 737-900||Airbus A319,18840||7440,1970||599,coach||coach
f8756032ab85c01d0829c42e81de1888,4/30/2022,6/24/2022,PHL,DEN,EAA0OKEN,PT6H9M,0,FALSE,FALSE,FALSE,561.86,623.1,3,672,1656072780||1656085200,2022-06-24T08:13:00.000-04:00||2022-06-24T10:40:00.000-05:00,1656081240||1656094920,2022-06-24T09:34:00.000-05:00||2022-06-24T12:22:00.000-06:00,ORD||DEN,PHL||ORD,United||United,UA||UA,Airbus A319||Boeing 737-900,8460||9720,672||903,coach||coach
ce0d28a3d369bea2fff069e6c6921e3a,4/30/2022,6/27/2022,SFO,ATL,K0AIZNN1,PT9H4M,0,FALSE,FALSE,FALSE,519.07,581.6,7,2193,1656334800||1656359700,2022-06-27T06:00:00.000-07:00||2022-06-27T14:55:00.000-05:00,1656347640||1656367440,2022-06-27T11:34:00.000-05:00||2022-06-27T18:04:00.000-04:00,DFW||ATL,SFO||DFW,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A321,12840||7740,1468||725,coach||coach
6bbee0c3aab3d43f8dfdd48b67c204e5,4/30/2022,6/19/2022,LAX,DTW,MA7OA0MQ,PT4H24M,0,FALSE,FALSE,TRUE,557.21,613.6,9,1985,1655666280,2022-06-19T12:18:00.000-07:00,1655682120,2022-06-19T19:42:00.000-04:00,DTW,LAX,Delta,DL,Boeing 757,15840,1985,coach
101c37a43caf5b5db92e9bab33fcb79f,5/7/2022,6/30/2022,MIA,DFW,LATNA0MC,PT4H54M,0,FALSE,FALSE,FALSE,231.63,272.6,9,1321,1656633900||1656643500,2022-06-30T20:05:00.000-04:00||2022-06-30T22:45:00.000-04:00,1656641220||1656651540,2022-06-30T22:07:00.000-04:00||2022-06-30T23:59:00.000-05:00,ATL||DFW,MIA||ATL,Delta||Delta,DL||DL,Airbus A321||Airbus A321,7320||8040,596||725,coach||coach
ba85b8febe3db0cd7439e4db951a45fd,6/10/2022,6/17/2022,ORD,DFW,HA7OA0MC,PT8H5M,0,FALSE,FALSE,FALSE,395.35,448.6,4,1325,1655496540||1655517540,2022-06-17T15:09:00.000-05:00||2022-06-17T21:59:00.000-04:00,1655503920||1655525640,2022-06-17T18:12:00.000-04:00||2022-06-17T23:14:00.000-05:00,ATL||DAL,ORD||ATL,Delta||Delta,DL||DL,Airbus A321||Boeing 717,7380||8100,600||725,coach||coach
adc985be5cf7461c7e2094f8a37a5b7c,5/30/2022,7/5/2022,OAK,LGA,KA0UA0MQ,PT14H47M,1,FALSE,FALSE,FALSE,584.19,656.1,9,3140,1657072200||1657090740||1657112700,2022-07-05T18:50:00.000-07:00||2022-07-05T23:59:00.000-07:00||2022-07-06T08:05:00.000-05:00,1657077300||1657102740||1657125420,2022-07-05T20:15:00.000-07:00||2022-07-06T05:19:00.000-05:00||2022-07-06T12:37:00.000-04:00,LAX||IAH||LGA,OAK||LAX||IAH,Delta||United||United,DL||UA||UA,Embraer 175 (Enhanced Winglets)||Boeing 737 MAX 9||Airbus A319,5100||12000||12720,338||1383||1419,coach||coach||coach
c7d339b8aeab0a4307a1ef864fc9a360,5/12/2022,6/24/2022,MIA,ATL,GUAIZNN1,PT2H3M,0,FALSE,FALSE,TRUE,160.93,187.6,5,596,1656086940,2022-06-24T12:09:00.000-04:00,1656094320,2022-06-24T14:12:00.000-04:00,ATL,MIA,American Airlines,AA,Embraer 175,7380,596,coach
cdd7e6b418d840d58445293023b501c7,6/22/2022,6/24/2022,OAK,EWR,KA0UA0MC,PT9H20M,1,FALSE,FALSE,FALSE,481.86,541.6,1,2796,1656121800||1656135780,2022-06-24T18:50:00.000-07:00||2022-06-24T22:43:00.000-07:00,1656126900||1656155400,2022-06-24T20:15:00.000-07:00||2022-06-25T07:10:00.000-04:00,LAX||EWR,OAK||LAX,Delta||Alaska Airlines,DL||AS,Embraer 175 (Enhanced Winglets)||Boeing 737-900,5100||19620,338||2458,coach||coach
3a46c777ace42685edc6a0ae29c8889d,5/18/2022,6/14/2022,LAX,DTW,HH0JUEL1,PT9H57M,0,FALSE,FALSE,FALSE,567.44,633.6,7,2943,1655193540||1655222400,2022-06-14T00:59:00.000-07:00||2022-06-14T12:00:00.000-04:00,1655213400||1655229360,2022-06-14T09:30:00.000-04:00||2022-06-14T13:56:00.000-04:00,JFK||DTW,LAX||JFK,JetBlue Airways||JetBlue Airways,B6||B6,Airbus A319-321||Embraer 190,19860||6960,2458||485,coach||coach
efad08480307f5415206d66de6a49d58,4/25/2022,5/13/2022,CLT,EWR,VUAHZNN1,PT1H48M,0,FALSE,FALSE,TRUE,171.16,197.1,7,545,1652454600,2022-05-13T11:10:00.000-04:00,1652461080,2022-05-13T12:58:00.000-04:00,EWR,CLT,JetBlue Airways,B6,Airbus A320,6480,545,coach
55ab7adaa0ac960455378f21469a2dab,5/28/2022,6/22/2022,ORD,IAD,QIP,PT8H31M,0,FALSE,FALSE,FALSE,412.39,466.92,1,1064,1655922000||1655929740||1655939520||1655947200,2022-06-22T13:20:00.000-05:00||2022-06-22T15:29:00.000-05:00||2022-06-22T18:12:00.000-05:00||2022-06-22T21:20:00.000-04:00,1655927940||1655932500||1655945040||1655952660,2022-06-22T14:59:00.000-05:00||2022-06-22T16:15:00.000-05:00||2022-06-22T20:44:00.000-04:00||2022-06-22T22:51:00.000-04:00,UIN||STL||DTW||IAD,ORD||UIN||STL||DTW,Cape Air||Cape Air||Delta||Delta,9K||9K||DL||DL,Tecnam P2012 Traveler||Tecnam P2012 Traveler||Boeing 717||Canadair Regional Jet 900,5940||2760||5520||5460,222||93||451||391,coach||coach||coach||coach
2eef409e6fd704181aee88abe126a478,6/11/2022,7/15/2022,DEN,MIA,QA0NA0MC,PT7H29M,0,FALSE,FALSE,FALSE,378.61,430.61,9,2466,1657917000||1657927320,2022-07-15T14:30:00.000-06:00||2022-07-15T17:22:00.000-06:00,1657922640||1657943940,2022-07-15T16:04:00.000-06:00||2022-07-15T23:59:00.000-04:00,SLC||MIA,DEN||SLC,Delta||Delta,DL||DL,Airbus A319||Boeing 737-900,5640||16620,380||2086,coach||coach
6f3431c043dc57d75d5ca06a31694350,4/18/2022,5/18/2022,OAK,ATL,KA0NA0MC,PT13H49M,0,FALSE,FALSE,FALSE,563.72,639.7,9,2175,1652878560||1652905740||1652917680,2022-05-18T05:56:00.000-07:00||2022-05-18T14:29:00.000-06:00||2022-05-18T17:48:00.000-06:00,1652885700||1652910900||1652928300,2022-05-18T08:55:00.000-06:00||2022-05-18T15:55:00.000-06:00||2022-05-18T22:45:00.000-04:00,SLC||DEN||ATL,OAK||SLC||DEN,Delta||United||United,DL||UA||UA,Embraer 175 (Enhanced Winglets)||Airbus A320||Boeing 737 MAX 9,7140||5160||10620,588||380||1207,coach||coach||coach
1cf75faf6d726c4523abde3b3ad9b244,6/14/2022,6/27/2022,LAX,PHL,V7AWZNN1,PT8H50M,1,FALSE,FALSE,FALSE,386.05,438.6,3,2407,1656381600||1656395940,2022-06-27T19:00:00.000-07:00||2022-06-27T22:59:00.000-07:00,1656386040||1656413400,2022-06-27T20:14:00.000-07:00||2022-06-28T06:50:00.000-04:00,LAS||PHL,LAX||LAS,American Airlines||American Airlines,AA||AA,Airbus A319||Airbus A321,4440||17460,241||2166,coach||coach
405cfdeffe63bf9343289e74f9b6a778,5/27/2022,6/21/2022,LGA,BOS,QL2AUEY8,PT1H27M,0,FALSE,FALSE,TRUE,60.47,79.61,5,185,1655841600,2022-06-21T16:00:00.000-04:00,1655846820,2022-06-21T17:27:00.000-04:00,BOS,LGA,American Airlines,AA,Embraer 190,5220,185,coach
